﻿id;commune_name;commune_name_fr;daira_name;daira_name_fr;wilaya_code;wilaya_name;wilaya_name_fr;code_commune;Lat;Long
1340;سيدي بن عدة;Sidi Ben Adda;عين تموشنت;Ain Temouchent;46;عين تيموشنت;Aïn Témouchent;4612;35.3;-1.1833333
1341;عين تموشنت;Ain Temouchent;عين تموشنت;Ain Temouchent;46;عين تيموشنت;Aïn Témouchent;4601;35.297;-1.133333
1342;بوزجار;Bouzedjar;العامرية;El Amria;46;عين تيموشنت;Aïn Témouchent;4605;35.57456;-1.10424
1343;حمام بوحجر;Hammam Bou Hadjar;حمام بوحجر;Hammam Bou Hadjar;46;عين تيموشنت;Aïn Témouchent;4604;35.37889;-0.970488
1344;ضاية بن ضحوة;Dhayet Bendhahoua;ضاية بن ضحوة;Dhayet Ben Dhahoua;47;غرداية;Ghardaïa;4707;32.536944;3.605556
1345;المنصورة;Mansoura;المنصورة;Mansourah;47;غرداية;Ghardaïa;4713;31.979444;3.7459731
1346;العطف;El Atteuf;بونورة;Bounoura;47;غرداية;Ghardaïa;4712;32.4766504;3.74788
1347;بونورة;Bounoura;بونورة;Bounoura;47;غرداية;Ghardaïa;4710;32.4825;3.70771
1348;زلفانة;Zelfana;زلفانة;Zelfana;47;غرداية;Ghardaïa;4708;32.4;4.2167
1349;القرارة;El Guerrara;القرارة;El Guerrara;47;غرداية;Ghardaïa;4702;32.790278;4.4882869
1350;سبسب;Sebseb;متليلي;Metlili;47;غرداية;Ghardaïa;4709;32.158333;3.5889
1351;متليلي;Metlili;متليلي;Metlili;47;غرداية;Ghardaïa;4705;32.26667;3.63333
1352;بريان;Berriane;بريان;Berriane;47;غرداية;Ghardaïa;4704;32.82648;3.766667
1353;غرداية;Ghardaia;غرداية;Ghardaia;47;غرداية;Ghardaïa;4701;32.4833;3.6667
1354;القطار;El-Guettar;مازونة;Mazouna;48;غليزان;Relizane;4816;36.19112;0.8160086
1355;أولاد يعيش;Ouled Aiche;عمي موسى;Ammi Moussa;48;غليزان;Relizane;4813;35.8266;0.961111
1356;بني درقن;Beni Dergoun;زمورة;Zemmoura;48;غليزان;Relizane;4813;35.7933416;0.801239
1357;دار بن عبد الله;Dar Ben Abdelah;زمورة;Zemmoura;48;غليزان;Relizane;4832;35.701;0.68719
1358;زمورة;Zemmoura;زمورة;Zemmoura;48;غليزان;Relizane;4812;35.7225;0.75
1359;جديوية;Djidiouia;جديوية;Djidiouia;48;غليزان;Relizane;4814;35.93;0.816667
1360;حمري;Hamri;جديوية;Djidiouia;48;غليزان;Relizane;4816;35.7425;0.830556
1361;بلعسل بوزقزة;Belaassel Bouzagza;المطمر;El Matmar;48;غليزان;Relizane;4803;35.8247;0.577778
1362;المطمر;El-Matmar;المطمر;El Matmar;48;غليزان;Relizane;4817;35.732361;0.4611475
1363;سيدي خطاب;Sidi Khettab;المطمر;El Matmar;48;غليزان;Relizane;4810;35.9111;0.51
1364;سيدي امحمد بن عودة;Sidi M'hamed Benaouda;المطمر;El Matmar;48;غليزان;Relizane;4824;35.60409;0.58874
1365;عين طارق;Ain-Tarek;عين طارق;Ain Tarek;48;غليزان;Relizane;4815;35.781388;1.1302226
1366;حد الشكالة;Had Echkalla;عين طارق;Ain Tarek;48;غليزان;Relizane;4808;35.679167;1.147222
1367;الولجة;El Ouldja;عمي موسى;Ammi Moussa;48;غليزان;Relizane;4836;35.9108;0.816667
1368;مازونة;Mazouna;مازونة;Mazouna;48;غليزان;Relizane;4822;36.1262742;0.8801926
1369;عين الرحمة;Ain Rahma;يلل;Yellel;48;غليزان;Relizane;4824;35.62472222;0.392778
1370;القلعة;Kalaa;يلل;Yellel;48;غليزان;Relizane;4823;35.580556;0.35361111
1371;سيدي سعادة;Sidi Saada;يلل;Yellel;48;غليزان;Relizane;4804;35.677778;0.342222
1372;يلل;Yellel;يلل;Yellel;48;غليزان;Relizane;4825;35.716667;0.3536111
1373;سوق الحد;Souk El Had;الرمكة;Ramka;48;غليزان;Relizane;4831;35.916667;1.24805556
1374;منداس;Mendes;منداس;Mendes;48;غليزان;Relizane;4828;35.6625;0.861944
1375;وادي السلام;Oued Essalem;منداس;Mendes;48;غليزان;Relizane;4820;35.58333333;0.9246111
1376;سيدي لزرق;Sidi Lazreg;منداس;Mendes;48;غليزان;Relizane;4806;35.6462;0.775
1377;عمي موسى;Ammi Moussa;عمي موسى;Ammi Moussa;48;غليزان;Relizane;4811;35.868;1.1081265
1378;واريزان;Ouarizane;وادي رهيو;Oued Rhiou;48;غليزان;Relizane;4821;36.05;0.899078
1379;مرجة سيدي عابد;Merdja Sidi Abed;وادي رهيو;Oued Rhiou;48;غليزان;Relizane;4837;36.00333;1.010278
1380;أولاد سيدي الميهوب;Ouled Sidi Mihoub;جديوية;Djidiouia;48;غليزان;Relizane;4838;35.973889;0.691667
1381;بن داود;Bendaoud;غليزان;Relizane;48;غليزان;Relizane;4835;35.719167;0.520278
1382;وادي رهيو;Oued-Rhiou;وادي رهيو;Oued Rhiou;48;غليزان;Relizane;4802;35.96111111;0.9167
1383;الحاسي;El Hassi;عمي موسى;Ammi Moussa;48;غليزان;Relizane;4804;35.7425;1.11143
1384;سيدي أمحمد بن علي;Sidi M'hamed Benali;سيدي أمحمد بن علي;Sidi M'hamed Ben Ali;48;غليزان;Relizane;4808;36.14472222;0.843056
1385;مديونة;Mediouna;سيدي أمحمد بن علي;Sidi M'hamed Ben Ali;48;غليزان;Relizane;4819;36.12445404;0.747250618
1386;بني زنطيس;Beni Zentis;سيدي أمحمد بن علي;Sidi M'hamed Ben Ali;48;غليزان;Relizane;4830;36.111389;0.663611111
1387;وادي الجمعة;Oued El Djemaa;الحمادنة;El H'madna;48;غليزان;Relizane;4826;35.797222;0.6167687
1388;لحلاف;Lahlef;وادي رهيو;Oued Rhiou;48;غليزان;Relizane;4829;35.8928056;0.983333
1389;غليزان;Relizane;غليزان;Relizane;48;غليزان;Relizane;4801;35.7333;0.5588787
1390;الحمادنة;El H'madna;الحمادنة;El H'madna;48;غليزان;Relizane;4807;35.9;0.774675
1391;الرمكة;Ramka;الرمكة;Ramka;48;غليزان;Relizane;4827;35.866667;1.283333333
1392;تنركوك;Tinerkouk;تنركوك;Tinerkouk;49;تيميمون;Timimoun;116;29;0.1567
1393;تيميمون;Timimoun;تيميمون;Timimoun;49;تيميمون;Timimoun;109;29.25;0.2285923
1394;أولاد السعيد;Ouled Said;تيميمون;Timimoun;49;تيميمون;Timimoun;110;29.23194444;0.2387556
1395;المطارفة;Metarfa;أوقروت;Aougrout;49;تيميمون;Timimoun;120;28.589167;-0.149722
1396;طالمين;Talmine;شروين;Charouine;49;تيميمون;Timimoun;124;29.0167;-0.4975
1397;أولاد عيسى;Ouled Aissa;شروين;Charouine;49;تيميمون;Timimoun;127;29.418333;-0.089167
1398;شروين;Charouine;شروين;Charouine;49;تيميمون;Timimoun;103;29.018611;-0.257778
1399;أوقروت;Aougrout;أوقروت;Aougrout;49;تيميمون;Timimoun;123;28.75;0.335278
1400;دلدول;Deldoul;أوقروت;Aougrout;49;تيميمون;Timimoun;117;28.702778;0.15
1401;قصر قدور;Ksar Kaddour;تنركوك;Tinerkouk;49;تيميمون;Timimoun;107;29.5784908;0.3739728
1402;تيمياوين;Timiaouine;برج باجي مختار;Bordj Badji Mokhtar;50;برج باجي مختار;Bordj Badji Mokhtar;128;20.437222;1.79861
1403;برج باجي مختار;Bordj Badji Mokhtar;برج باجي مختار;Bordj Badji Mokhtar;50;برج باجي مختار;Bordj Badji Mokhtar;125;21.3292442;0.954167
1404;رأس الميعاد;Ras El Miad;سيدي خالد;Sidi Khaled;51;أولاد جلال;Ouled Djellal;515;34.185603;4.4514
1405;بسباس;Besbes;سيدي خالد;Sidi Khaled;51;أولاد جلال;Ouled Djellal;707;34.15;4.983333
1406;سيدي خالد;Sidi Khaled;سيدي خالد;Sidi Khaled;51;أولاد جلال;Ouled Djellal;708;34.387;4.983333333
1407;الدوسن;Doucen;أولاد جلال;Ouled Djellal;51;أولاد جلال;Ouled Djellal;709;34.595739;5.102266
1408;الشعيبة;Chaiba;أولاد جلال;Ouled Djellal;51;أولاد جلال;Ouled Djellal;515;34.5;4.55
1409;أولاد جلال;Ouled Djellal;أولاد جلال;Ouled Djellal;51;أولاد جلال;Ouled Djellal;705;34.4254103;5.0644342
1410;بني عباس;Beni-Abbes;بني عباس;Beni Abbes;52;بني عباس;Béni Abbès;807;30.08;-2.17
1411;تامترت;Tamtert;بني عباس;Beni Abbes;52;بني عباس;Béni Abbès;820;29.91027778;-1.8902778
1412;إقلي;Igli;إقلي;Igli;52;بني عباس;Béni Abbès;811;30.26666667;-2.2778396
1413;الواتة;El Ouata;الواتة;El Ouata;52;بني عباس;Béni Abbès;814;29.86224;-1.82751
1414;أولاد خضير;Ouled-Khodeir;أولاد خضير;Ouled Khodeir;52;بني عباس;Béni Abbès;803;29.248889;-1.05748
1415;كرزاز;Kerzaz;كرزاز;Kerzaz;52;بني عباس;Béni Abbès;818;29.45;-1.416667
1416;تيمودي;Timoudi;كرزاز;Kerzaz;52;بني عباس;Béni Abbès;805;29.40611111;-1.428333333
1417;القصابي;Ksabi;أولاد خضير;Ouled Khodeir;52;بني عباس;Béni Abbès;819;28.85;1.2267
1418;بن يخلف;Beni-Ikhlef;كرزاز;Kerzaz;52;بني عباس;Béni Abbès;808;29.575;-1.609167
1419;عين غار;Ain Ghar;عين غار;Ain Ghar;53;عين صالح;Ain Salah;1103;27.2;2.511111
1420;عين صالح;Ain Salah;عين صالح;Ain Salah;53;عين صالح;Ain Salah;1108;27.1935;2.483333
1421;فقارة الزوى;Foggaret Ezzoua;عين صالح;Ain Salah;53;عين صالح;Ain Salah;1110;27.363333;2.8475
1422;تين زواتين;Tin Zouatine;تين زواتين;Tin Zouatine;54;عين قزام;Ain Guezzam;1107;19.953333;2.966667
1423;عين قزام;Ain Guezzam;عين قزام;Ain Guezzam;54;عين قزام;Ain Guezzam;1104;19.5696707;5.76806
1424;تماسين;Temacine;تماسين;Temacine;55;تقرت;Touggourt;3016;33.02194444;6.022778
1425;سيدي سليمان;Sidi Slimane;المقارين;Megarine;55;تقرت;Touggourt;5503;33.288889;6.094444
1426;المقارين;Megarine;المقارين;Megarine;55;تقرت;Touggourt;3019;33.183333;6.0833333
1427;النزلة;Nezla;تقرت;Touggourt;55;تقرت;Touggourt;5509;33.10527;6.050833333
1428;بلدة اعمر;Blidet Amor;تماسين;Temacine;55;تقرت;Touggourt;5507;32.95138889;5.980556
1429;تبسبست;Tebesbest;تقرت;Touggourt;55;تقرت;Touggourt;3007;33.12;6.08333
1430;تقرت;Touggourt;تقرت;Touggourt;55;تقرت;Touggourt;3013;33.1;6.05796
1431;الطيبات;Taibet;الطيبات;Taibet;55;تقرت;Touggourt;3015;33.0829494;6.3997501
1432;العالية;El Alia;الحجيرة;El-Hadjira;55;تقرت;Touggourt;3013;32.6999655;5.425556
1433;الحجيرة;El-Hadjira;الحجيرة;El-Hadjira;55;تقرت;Touggourt;3014;32.6130464;5.51259
1434;بن ناصر;Benaceur;الطيبات;Taibet;55;تقرت;Touggourt;3017;32.84411111;6.441111
1435;المنقر;M'naguer;الطيبات;Taibet;55;تقرت;Touggourt;3018;33.12638889;6.351944
1436;الزاوية العابدية;Zaouia El Abidia;تقرت;Touggourt;55;تقرت;Touggourt;3009;33.1375;6.082222
1437;جانت;Djanet;جانت;Djanet;56;جانت;Djanet;3302;24.55270656;9.4841939
1438;برج الحواس;Bordj El Haouass;جانت;Djanet;56;جانت;Djanet;5601;24.882778;8.434444
1439;أم الطيور;Oum Touyour;المغير;El Meghaier;57;المغير;El Meghaier;3929;34.153333;5.833333
1440;سيدي عمران;Sidi Amrane;جامعة;Djamaa;57;المغير;El Meghaier;3930;33.49885;6.0117531
1441;المرارة;M'rara;جامعة;Djamaa;57;المغير;El Meghaier;3922;33.476667;6.2725
1442;جامعة;Djamaa;جامعة;Djamaa;57;المغير;El Meghaier;3927;33.53388;6.0667
1443;تندلة;Tenedla;جامعة;Djamaa;57;المغير;El Meghaier;3924;33.675278;6.033889
1444;المغير;El-M'ghaier;المغير;El Meghaier;57;المغير;El Meghaier;5701;33.953;5.9242
1445;سطيل;Still;المغير;El Meghaier;57;المغير;El Meghaier;3921;34.19111111;5.9293
1446;سيدي خليل;Sidi Khelil;المغير;El Meghaier;57;المغير;El Meghaier;3923;33.8369;5.958889
1447;المنيعة;El Meniaa;المنيعة;El Menia;58;المنيعة;El Menia;5801;30.57556;2.885833333
1448;حاسي القارة;Hassi Gara;المنيعة;El Menia;58;المنيعة;El Menia;5803;30.552222;2.915
1449;حاسي الفحل;Hassi Fehal;المنصورة;Mansourah;58;المنيعة;El Menia;5802;31.605278;3.6762683
1450;بريدة;Brida;بريدة;Brida;59;أفلو;Aflou;313;33.906111;1.784444
1451;الحاج مشري;Hadj Mechri;بريدة;Brida;59;أفلو;Aflou;316;33.9571296;1.5992068
1452;تاويالة;Taouiala;بريدة;Brida;59;أفلو;Aflou;317;33.87186;1.8606
1453;الغيشة;El Ghicha;الغيشة;El Ghicha;59;أفلو;Aflou;314;33.930145;2.140703
1454;سبقاق;Sebgag;أفلو;Aflou;59;أفلو;Aflou;302;34.02958;1.92798
1455;سيدي بوزيد;Sidi Bouzid;أفلو;Aflou;59;أفلو;Aflou;308;34.342777;2.261389
1456;وادي مرة;Oued Morra;وادي مرة;Oued Morra;59;أفلو;Aflou;321;34.1666669;2.3166669
1457;وادي مزي;Oued M'zi;وادي مرة;Oued Morra;59;أفلو;Aflou;322;33.92422;2.4369
1458;أفلو;Aflou;أفلو;Aflou;59;أفلو;Aflou;304;34.11279;2.1019
1459;سقانة;Seggana;سقانة;Seggana;60;بريكة;Barika;529;35.365555;5.575
1460;تيلاطو;Tilatou;سقانة;Seggana;60;بريكة;Barika;565;35.329167;5.8667
1461;بريكة;Barika;بريكة;Barika;60;بريكة;Barika;542;35.3972;5.3658
1462;بيطام;Bitam;بريكة;Barika;60;بريكة;Barika;514;35.0333;5.3
1463;إمدوكل;M Doukal;بريكة;Barika;60;بريكة;Barika;525;35.121;5.485278
1464;عزيل عبد القادر;Azil Abedelkader;الجزار;Djezzar;60;بريكة;Barika;515;35.3667;5.1833
1465;الجزار;Djezzar;الجزار;Djezzar;60;بريكة;Barika;533;35.50956;5.26679
1466;أولاد عمار;Ouled Ammar;الجزار;Djezzar;60;بريكة;Barika;556;35.15;5.34
1467;قصر الشلالة;Ksar Chellala;قصر الشلالة;Ksar Chellala;61;قصر الشلالة;Ksar Chellala;1429;35.21222;2.3189
1468;سرغين;Serghine;قصر الشلالة;Ksar Chellala;61;قصر الشلالة;Ksar Chellala;1439;35.254444;2.30861
1469;زمالة الأمير عبد القادر;Zmalet El Emir Abdelkade;قصر الشلالة;Ksar Chellala;61;قصر الشلالة;Ksar Chellala;1409;34.89336;2.31
1470;بوقرة;Bougara;حمادية;Hamadia;61;قصر الشلالة;Ksar Chellala;1440;35.553333;2.545
1471;حمادية;Hamadia;حمادية;Hamadia;61;قصر الشلالة;Ksar Chellala;1417;35.45918;1.87316
1472;الرشايقة;Rechaiga;حمادية;Hamadia;61;قصر الشلالة;Ksar Chellala;1430;35.4081;1.9739
1473;سلمانة;Selmana;مسعد;Messaad;62;مسعد;Messaad;1722;34.16440361;3.562011761
1474;سد الرحال;Sed Rahal;مسعد;Messaad;62;مسعد;Messaad;1706;33.948333;3.231111
1475;مسعد;Messaad;مسعد;Messaad;62;مسعد;Messaad;1717;34.15429;3.50309
1476;قطارة;Guettara;مسعد;Messaad;62;مسعد;Messaad;1718;33.158611;4.685277
1477;دلدول;Deldoul;مسعد;Messaad;62;مسعد;Messaad;1729;34.2053;3.253056
1478;أم العظام;Oum Laadham;فيض البطمة;Faidh El Botma;62;مسعد;Messaad;1724;33.720277;4.53056
1479;فيض البطمة;Faidh El Botma;فيض البطمة;Faidh El Botma;62;مسعد;Messaad;1707;34.527777;3.781944
1480;عمورة;Amourah;فيض البطمة;Faidh El Botma;62;مسعد;Messaad;1734;34.354444;3.87083333
1481;حد الصحاري;Had Sahary;حد الصحاري;Had Sahary;63;عين وسارة;Ain Oussera;1720;35.35056;3.3609
1482;بويرة الأحداب;Bouira Lahdab;حد الصحاري;Had Sahary;63;عين وسارة;Ain Oussera;1709;35.243889;3.75
1483;عين فقه;Ain Fekka;حد الصحاري;Had Sahary;63;عين وسارة;Ain Oussera;1735;35.433333;3.583333333
1484;سيدي لعجال;Sidi Laadjel;سيدي لعجال;Sidi Laadjel;63;عين وسارة;Ain Oussera;1719;35.438055;2.5
1485;حاسي فدول;Hassi Fedoul;سيدي لعجال;Sidi Laadjel;63;عين وسارة;Ain Oussera;1733;35.436666;2.2142
1486;الخميس;El Khemis;سيدي لعجال;Sidi Laadjel;63;عين وسارة;Ain Oussera;1716;35.5397;2.515833
1487;بيرين;Birine;بيرين;Birine;63;عين وسارة;Ain Oussera;1708;35.6383108;3.2869
1488;قرنيني;Guernini;عين وسارة;Ain Oussera;63;عين وسارة;Ain Oussera;1721;35.19970336;2.682895682
1489;عين وسارة;Ain Oussera;عين وسارة;Ain Oussera;63;عين وسارة;Ain Oussera;1731;35.4542653;2.904444
1490;بنهار;Benhar;بيرين;Birine;63;عين وسارة;Ain Oussera;1718;35.4859395;3.1081
1491;بن زوه;Benzouh;أولاد سيدي ابراهيم;Ouled Sidi Brahim;64;بوسعادة;Boussaâda;2835;35.438055;4.383333
1492;أولاد سيدي ابراهيم;Ouled Sidi Brahim;أولاد سيدي ابراهيم;Ouled Sidi Brahim;64;بوسعادة;Boussaâda;2823;36.2;4.174722
1493;سيدي عامر;Sidi Ameur;سيدي عامر;Sidi Ameur;64;بوسعادة;Boussaâda;2826;35.3667;3.9066533
1494;تامسة;Tamsa;سيدي عامر;Sidi Ameur;64;بوسعادة;Boussaâda;2823;35.173611;3.925556
1495;بن سرور;Ben Srour;بن سرور;Ben Srour;64;بوسعادة;Boussaâda;2815;35.0404431;4.5633795
1496;محمد بوضياف;Mohamed Boudiaf;بن سرور;Ben Srour;64;بوسعادة;Boussaâda;2838;34.8941667;4.428611
1497;أولاد سليمان;Ouled Slimane;بن سرور;Ben Srour;64;بوسعادة;Boussaâda;2825;34.91609;4.73694444
1498;زرزور;Zarzour;بن سرور;Ben Srour;64;بوسعادة;Boussaâda;2833;35.0358333;4.433333
1499;جبل مساعد;Djebel Messaad;جبل مساعد;Djebel Messaad;64;بوسعادة;Boussaâda;2811;34.991121;4.092493
1500;سليم;Slim;جبل مساعد;Djebel Messaad;64;بوسعادة;Boussaâda;2837;34.938889;3.734722222
1501;الحوامد;El Houamed;خبانة;Khoubana;64;بوسعادة;Boussaâda;2826;35.2917758;4.53358
1502;خبانة;Khoubana;خبانة;Khoubana;64;بوسعادة;Boussaâda;2807;35.31444444;4.566944
1503;مسيف;M'cif;خبانة;Khoubana;64;بوسعادة;Boussaâda;2808;35.3281;4.8
1504;عين العراك;Ain El Orak;الأبيض سيدي الشيخ;Labiodh Sidi Cheikh;65;الأبيض سيدي الشيخ;El Abiodh Sidi Cheikh;3206;33.4100573;0.7385302
1505;كراكدة;Krakda;بريزينة;Brezina;65;الأبيض سيدي الشيخ;El Abiodh Sidi Cheikh;3215;33.319167;0.957222
1506;البنود;El Bnoud;الأبيض سيدي الشيخ;Labiodh Sidi Cheikh;65;الأبيض سيدي الشيخ;El Abiodh Sidi Cheikh;3216;32.31222222;0.244444
1507;بريزينة;Brezina;بريزينة;Brezina;65;الأبيض سيدي الشيخ;El Abiodh Sidi Cheikh;3204;33.08333333;1.261
1508;الغاسول;Ghassoul;بريزينة;Brezina;65;الأبيض سيدي الشيخ;El Abiodh Sidi Cheikh;3205;33.377222;1.2030556
1509;الأبيض سيدي الشيخ;Labiodh Sidi Cheikh;الأبيض سيدي الشيخ;Labiodh Sidi Cheikh;65;الأبيض سيدي الشيخ;El Abiodh Sidi Cheikh;3201;32.898611;0.544444
1510;بوسمغون;Boussemghoun;بوسمغون;Boussemghoun;65;الأبيض سيدي الشيخ;El Abiodh Sidi Cheikh;3213;32.8643;0.0201
1511;اربوات;Arbaouat;الأبيض سيدي الشيخ;Labiodh Sidi Cheikh;65;الأبيض سيدي الشيخ;El Abiodh Sidi Cheikh;3209;33.08833333;0.5823
1512;جمورة;Djemorah;جمورة;Djemorah;66;القنطرة;El Kantara;720;35.1026843;5.864722
1513;برانيس;Branis;جمورة;Djemorah;66;القنطرة;El Kantara;7003;34.99338;5.775
1514;الوطاية;El Outaya;الوطاية;El Outaya;66;القنطرة;El Kantara;716;35.03412;5.59517
1515;القنطرة;El Kantara;القنطرة;El Kantara;66;القنطرة;El Kantara;717;35.192365;5.6668306
1516;عين زعطوط;Ain Zaatout;القنطرة;El Kantara;66;القنطرة;El Kantara;718;34.9080556;5.83
1517;فركان;Ferkane;نقرين;Negrine;67;بئر العاتر;Bir El Ater;1228;34.56233;7.412222
1518;نقرين;Negrine;نقرين;Negrine;67;بئر العاتر;Bir El Ater;1223;34.48593;7.5193093
1519;العقلة المالحة;El Ogla El Malha;بئر العاتر;Bir El Ater;67;بئر العاتر;Bir El Ater;1215;35.121944;7.9402184
1520;بئر العاتر;Bir-El-Ater;بئر العاتر;Bir El Ater;67;بئر العاتر;Bir El Ater;1202;34.74488;8.06
1521;السواقي;Souagui;السواقي;Souaghi;68;قصر البخاري;Ksar El Boukhari;2633;36.1167;3.26446
1522;قصر البخاري;Ksar El Boukhari;قصر البخاري;Ksar El Boukhari;68;قصر البخاري;Ksar El Boukhari;2602;35.88889;2.74905
1523;مفاتحة;M'fatha;قصر البخاري;Ksar El Boukhari;68;قصر البخاري;Ksar El Boukhari;2634;35.8889;2.93637
1524;السانق;Saneg;قصر البخاري;Ksar El Boukhari;68;قصر البخاري;Ksar El Boukhari;2607;35.8514;3.253056
1525;بوعيش;Bouaiche;الشهبونية;Chahbounia;68;قصر البخاري;Ksar El Boukhari;2631;35.552778;2.1731
1526;بوغزول;Boughzoul;الشهبونية;Chahbounia;68;قصر البخاري;Ksar El Boukhari;2651;35.7533117;2.7381672
1527;الشهبونية;Chabounia;الشهبونية;Chahbounia;68;قصر البخاري;Ksar El Boukhari;2603;35.54472221;2.603333
1528;عزيز;Aziz;عزيز;Aziz;68;قصر البخاري;Ksar El Boukhari;2632;35.816667;2.45
1529;دراق;Derrag;عزيز;Aziz;68;قصر البخاري;Ksar El Boukhari;2608;35.908611;2.38778
1530;أم الجليل;Oum El Djellil;عزيز;Aziz;68;قصر البخاري;Ksar El Boukhari;2642;35.8275;2.6239
1531;جواب;Djouab;السواقي;Souaghi;68;قصر البخاري;Ksar El Boukhari;2637;36.13821;3.42701
1532;سيدي زهار;Sidi Zahar;السواقي;Souaghi;68;قصر البخاري;Ksar El Boukhari;2628;36.07811;3.3317554
1533;سيدي زيان;Sidi Ziane;السواقي;Souaghi;68;قصر البخاري;Ksar El Boukhari;2614;36.00933333;3.2556
1534;سيدي الجيلالي;Sidi Djillali;سيدي الجيلالي;Sidi Djillali;69;العريشة;El Aricha;1341;34.4609;-1.5664
1535;البويهي;Bouihi;سيدي الجيلالي;Sidi Djillali;69;العريشة;El Aricha;1343;34.413889;1.015
1536;سبدو;Sebdou;سبدو;Sebdou;69;العريشة;El Aricha;1335;34.639444;-1.32694
1537;القور;El Gor;سبدو;Sebdou;69;العريشة;El Aricha;1320;34.63797;-1.15296
1538;العريشة;El Aricha;سبدو;Sebdou;69;العريشة;El Aricha;1332;34.22259;-1.257
1539;بني بهدل;Beni Bahdel;بني سنوس;Beni Snous;69;العريشة;El Aricha;1342;34.693889;-1.5186
1540;بني سنوس;Beni Snous;بني سنوس;Beni Snous;69;العريشة;El Aricha;1317;34.6593136;-1.5450766
1541;العزايل;Azail;بني سنوس;Beni Snous;69;العريشة;El Aricha;1321;34.68;-1.4656
